68,진로베스토아,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인하로 75-1",NULL,126.656786,37.45134548,1,2019-09-01,NULL,NULL,NULL,NULL
69,드림온,닭/오리요리,후라이드/양념치킨,"인천광역시 남구 인하로67번길 24-20",NULL,126.6567918,37.45228261,1,2019-09-01,NULL,NULL,NULL,NULL
70,이가네양념삼겹살,한식,갈비/삼겹살,"인천광역시 남구 경인남길30번길 92",NULL,126.6593343,37.45104103,1,2019-09-01,NULL,NULL,NULL,NULL
71,돈짱,한식,한식/백반/한정식,"인천광역시 남구 경인남길30번길 61",NULL,126.6578658,37.45163706,1,2019-09-01,NULL,NULL,NULL,NULL
72,칸,닭/오리요리,닭내장/닭발요리,"인천광역시 남구 경인남길30번길 45-2",2,126.6570667,37.4520785,1,2019-09-01,NULL,NULL,NULL,NULL
73,작은땅큰나라,한식,한식/백반/한정식,"인천광역시 남구 경인남길 86",NULL,126.6578579,37.45333992,1,2019-09-01,NULL,NULL,NULL,NULL
74,알앤드지,분식,라면김밥분식,"인천광역시 남구 인하로 87-1",NULL,126.6580131,37.45098098,1,2019-09-01,NULL,NULL,NULL,NULL
75,무조건한잔,한식,한식/백반/한정식,"인천광역시 남구 경인남길30번길 34",NULL,126.6562798,37.4518443,1,2019-09-01,NULL,NULL,NULL,NULL
76,장원식당,한식,한식/백반/한정식,"인천광역시 남구 인하로77번길 6-42",NULL,126.6583403,37.45101173,1,2019-09-01,NULL,NULL,NULL,NULL
77,함지박식당,한식,해장국/감자탕,"인천광역시 남구 인하로91번길 6",NULL,126.658576,37.45110451,1,2019-09-01,NULL,NULL,NULL,NULL
78,오누이,한식,한식/백반/한정식,"인천광역시 남구 인하로77번길 6-35",NULL,126.6581332,37.45121662,1,2019-09-01,NULL,NULL,NULL,NULL
79,맥식당,한식,한식/백반/한정식,"인천광역시 남구 경인남길30번길 46",NULL,126.6568249,37.45169732,1,2019-09-01,NULL,NULL,NULL,NULL
80,삼화카피,유흥주점,빠/카페/스탠드빠,"인천광역시 남구 인하로 75",1,126.656684,37.45136234,1,2019-09-01,NULL,NULL,NULL,NULL
81,스카이,유흥주점,호프/맥주,"인천광역시 남구 경인남길30번길 71",NULL,126.6582524,37.4515063,1,2019-09-01,NULL,NULL,NULL,NULL
82,밀크밥버거,패스트푸드,패스트푸드,"인천광역시 남구 경인남길30번길 65",NULL,126.6581131,37.45171195,1,2019-09-01,NULL,NULL,1,NULL
83,편의점식세계맥주전문점맥주창고,유흥주점,호프/맥주,"인천광역시 남구 인하로77번길 17",2,126.6571828,37.45190862,1,2015-09-01,NULL,NULL,NULL,NULL
84,메이플커피,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 경인남길30번길 36",1,126.6563708,37.45180929,1,2015-09-01,NULL,NULL,NULL,NULL
85,주정뱅이s패밀리,유흥주점,호프/맥주,"인천광역시 남구 경인남길30번길 71",2,126.6582524,37.4515063,1,2015-09-01,NULL,NULL,NULL,NULL
86,소고김밥,분식,라면김밥분식,"인천광역시 남구 인하로77번길 6-30",NULL,126.6579203,37.45111509,1,2019-09-01,NULL,NULL,NULL,NULL
87,버즈커피,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인하로 75-1",1,126.656786,37.45134548,1,2015-09-01,NULL,NULL,NULL,NULL
88,닭큐멘터리,닭/오리요리,후라이드/양념치킨,"인천광역시 남구 인하로77번길 34",1,126.6577352,37.45261771,1,2015-09-01,NULL,NULL,NULL,NULL
89,주야로숯불바베큐,유흥주점,호프/맥주,"인천광역시 남구 인주대로 180",1,126.6569179,37.45534755,1,2019-09-01,NULL,NULL,NULL,NULL
90,어울림,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인하로 53",5,126.6543556,37.45200261,1,2015-09-01,NULL,NULL,NULL,NULL
91,가마솥순대국,별식/퓨전요리,순대전문점,"인천광역시 남구 소성로 18",1,126.6517431,37.44769293,1,2015-09-01,NULL,NULL,NULL,NULL
92,독정이골,유흥주점,민속주점,"인천광역시 남구 인주대로 183",1,126.6573303,37.4556676,1,2015-09-01,NULL,NULL,NULL,NULL
93,금산양꼬치,유흥주점,꼬치구이전문점,"인천광역시 남구 경인남길30번길 94",1,126.6595159,37.45099804,1,2015-09-01,NULL,NULL,NULL,NULL
94,닥원치킨팝,유흥주점,호프/맥주,"인천광역시 남구 인하로77번길 21",2,126.6572805,37.45213499,1,2015-09-01,NULL,NULL,NULL,NULL
95,타코야키,일식/수산물,음식점-일식,"인천광역시 남구 인하로77번길 34",1,126.6577352,37.45261771,1,2015-09-01,NULL,NULL,NULL,NULL
96,왕실식당,한식,한식/백반/한정식,"인천광역시 남구 인하로 157",1,126.6654361,37.44919991,1,2015-09-01,NULL,NULL,NULL,NULL
97,성원김밥,분식,라면김밥분식,"인천광역시 남구 인주대로 184",1,126.6572125,37.45530585,1,2015-09-01,NULL,NULL,NULL,NULL
98,이모떡,분식,떡볶이전문,"인천광역시 남구 인하로77번길 7",2,126.6570096,37.45148317,1,2015-09-01,NULL,NULL,NULL,NULL
99,짝태와노가리,유흥주점,호프/맥주,"인천광역시 남구 인하로77번길 34",2,126.6577352,37.45261771,1,2015-09-01,NULL,NULL,NULL,NULL
100,빈스,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인하로 75-1",3,126.656786,37.45134548,1,2015-09-01,NULL,NULL,NULL,NULL
101,찜닭,닭/오리요리,찜닭전문점,"인천광역시 남구 경인남길30번길 33",1,126.6562309,37.45205098,1,2015-09-01,NULL,NULL,NULL,NULL
102,펀테이블,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 경인남길30번길 36",2,126.6563708,37.45180929,1,2015-09-01,NULL,NULL,NULL,NULL
103,당가네대박삼겹,한식,갈비/삼겹살,"인천광역시 남구 인하로77번길 30",1,126.6578075,37.45236624,1,2015-09-01,NULL,NULL,NULL,NULL
104,한맛식당,한식,한식/백반/한정식,"인천광역시 남구 인주대로174번길 17",1,126.6570924,37.45507022,1,2015-09-01,NULL,NULL,NULL,NULL
105,보드카페,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 경인남길30번길 41",1,126.6567878,37.4518771,1,2015-09-01,NULL,NULL,NULL,NULL
106,커피볶는집,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인하로47번길 42",1,126.6562115,37.45250127,1,2015-09-01,NULL,NULL,1,NULL
107,기가스,유흥주점,호프/맥주,"인천광역시 남구 인하로67번길 24-27",1,126.6570842,37.45236703,1,2019-09-01,NULL,NULL,NULL,NULL
108,신천떡볶이,분식,떡볶이전문,"인천광역시 남구 인하로67번길 19",1,126.6561471,37.45231133,1,2015-09-01,NULL,NULL,NULL,NULL
109,술동아리,유흥주점,소주방/포장마차,"인천광역시 남구 인하로47번길 32",1,126.6556717,37.45235097,1,2015-09-01,NULL,NULL,NULL,NULL
110,도어스,유흥주점,호프/맥주,"인천광역시 남구 인하로67번길 24-27",1,126.6570842,37.45236703,1,2015-09-01,NULL,NULL,NULL,NULL
111,문학골,한식,한식/백반/한정식,"인천광역시 남구 인하로147번길 27",NULL,126.6646912,37.4504169,1,2015-09-01,NULL,NULL,NULL,NULL
112,타워치킨,유흥주점,호프/맥주,"인천광역시 남구 독정이로 12",1,126.6548638,37.45707219,1,2015-09-01,NULL,NULL,NULL,NULL
113,여향원,중식,중국음식/중국집,"인천광역시 남구 경인남길30번길 67",1,126.6582845,37.45160578,1,2015-09-01,NULL,NULL,NULL,NULL
114,빵굽는쉐프,제과제빵떡케익,제과점,"인천광역시 남구 한나루로501번길 34",1,126.6655851,37.4522651,1,2015-09-01,NULL,NULL,NULL,NULL
115,달려라떡볶이,분식,떡볶이전문,"인천광역시 남구 인하로 63-1",2,126.6554578,37.45167276,1,2015-09-01,NULL,NULL,NULL,NULL
116,명동식당,한식,한식/백반/한정식,"인천광역시 남구 한나루로489번길 1",NULL,126.6668938,37.45048682,1,2019-09-01,NULL,NULL,NULL,NULL
117,냉동칼국수,분식,국수/만두/칼국수,"인천광역시 남구 인하로77번길 6-42",1,126.6583403,37.45101173,1,2015-09-01,NULL,NULL,NULL,NULL
118,산해물찜,한식,한식/백반/한정식,"인천광역시 남구 인하로91번길 47",1,126.6604802,37.45143246,1,2015-09-01,NULL,NULL,NULL,NULL
119,취엔,중식,중국음식/중국집,"인천광역시 남구 인하로67번길 6-27",2,126.6567599,37.45154341,1,2015-09-01,NULL,NULL,NULL,NULL
120,돈타례,한식,한식/백반/한정식,"인천광역시 남구 한나루로 489",1,126.6669132,37.45066725,1,2015-09-01,NULL,NULL,NULL,NULL
121,이삭토스트,패스트푸드,패스트푸드,"인천광역시 남구 인하로 83",1,126.6576134,37.45121071,1,2019-09-01,NULL,NULL,1,NULL
122,크로바식당,한식,한식/백반/한정식,"인천광역시 남구 인하로 172",NULL,126.6669474,37.44873942,1,2015-09-01,NULL,NULL,NULL,NULL
123,이가네불뼈찜,한식,갈비/삼겹살,"인천광역시 남구 인하로67번길 5-8",NULL,126.655805,37.45184791,1,2019-09-01,NULL,NULL,NULL,NULL
124,여정,한식,한식/백반/한정식,"인천광역시 남구 한나루로489번길 1",1,126.6668938,37.45048682,1,2015-09-01,NULL,NULL,NULL,NULL
125,한,유흥주점,호프/맥주,"인천광역시 남구 인하로77번길 27",2,126.6574114,37.45239778,1,2019-09-01,NULL,NULL,NULL,NULL
126,하코야,분식,라면김밥분식,"인천광역시 남구 인하로 89",1,126.6581382,37.45093735,1,2019-09-01,NULL,NULL,1,NULL
127,큰집곱창,한식,곱창/양구이전문,"인천광역시 남구 인주대로174번길 17",NULL,126.6570924,37.45507022,1,2015-09-01,NULL,NULL,NULL,NULL
128,이모네식당,한식,한식/백반/한정식,"인천광역시 남구 인하로 129",NULL,126.6624648,37.44977902,1,2015-09-01,NULL,NULL,NULL,NULL
